Index,NAME,DATE,TAVG,TMAX,TMIN,Season
867,O'ahu,29 May 2016,64,69,62,Summer
875,O'ahu,06 June 2016,67,73,62,Summer
876,O'ahu,07 June 2016,67,73,62,Summer
910,O'ahu,11 July 2016,71,80,62,Summer
913,O'ahu,14 July 2016,69,74,62,Summer
916,O'ahu,17 July 2016,69,78,62,Summer
981,O'ahu,20 September 2016,68,77,62,Autumn
999,O'ahu,08 October 2016,68,77,62,Autumn
1018,O'ahu,27 October 2016,67,76,62,Autumn
1019,O'ahu,28 October 2016,65,71,62,Autumn
1021,O'ahu,30 October 2016,65,74,62,Autumn
1026,O'ahu,04 November 2016,68,77,62,Winter
1038,O'ahu,16 November 2016,69,82,62,Winter
1043,O'ahu,21 November 2016,64,67,62,Winter
1046,O'ahu,24 November 2016,66,73,62,Winter
1055,O'ahu,03 December 2016,65,71,62,Winter
1059,O'ahu,07 December 2016,65,74,62,Winter
1062,O'ahu,10 December 2016,64,66,62,Winter
1072,O'ahu,20 December 2016,70,81,62,Winter
1163,O'ahu,21 March 2017,69,81,62,Spring
1165,O'ahu,23 March 2017,70,78,62,Spring
1190,O'ahu,17 April 2017,67,73,62,Spring
1191,O'ahu,18 April 2017,63,66,62,Spring
1216,O'ahu,13 May 2017,69,79,62,Summer
1217,O'ahu,14 May 2017,67,76,62,Summer
1226,O'ahu,23 May 2017,69,79,62,Summer
1232,O'ahu,29 May 2017,66,70,62,Summer
1234,O'ahu,31 May 2017,68,77,62,Summer
1235,O'ahu,01 June 2017,69,78,62,Summer
1236,O'ahu,02 June 2017,69,79,62,Summer
1242,O'ahu,08 June 2017,70,80,62,Summer
1244,O'ahu,10 June 2017,67,77,62,Summer
1253,O'ahu,19 June 2017,65,72,62,Summer
1255,O'ahu,21 June 2017,70,82,62,Summer
1256,O'ahu,22 June 2017,69,81,62,Summer
1258,O'ahu,24 June 2017,66,71,62,Summer
1260,O'ahu,26 June 2017,71,83,62,Summer
1261,O'ahu,27 June 2017,70,81,62,Summer
1266,O'ahu,02 July 2017,71,80,62,Summer
1272,O'ahu,08 July 2017,70,84,62,Summer
1274,O'ahu,10 July 2017,70,82,62,Summer
1295,O'ahu,31 July 2017,71,81,62,Summer
1303,O'ahu,08 August 2017,71,83,62,Autumn
1312,O'ahu,17 August 2017,71,84,62,Autumn
1328,O'ahu,02 September 2017,68,77,62,Autumn
1340,O'ahu,14 September 2017,66,73,62,Autumn
1341,O'ahu,15 September 2017,70,79,62,Autumn
1350,O'ahu,24 September 2017,69,77,62,Autumn
1352,O'ahu,26 September 2017,69,79,62,Autumn
1353,O'ahu,27 September 2017,71,83,62,Autumn
1357,O'ahu,01 October 2017,67,72,62,Autumn
1365,O'ahu,09 October 2017,67,73,62,Autumn
1366,O'ahu,10 October 2017,70,80,62,Autumn
1372,O'ahu,16 October 2017,66,73,62,Autumn
1374,O'ahu,18 October 2017,67,76,62,Autumn
1383,O'ahu,27 October 2017,65,68,62,Autumn
1386,O'ahu,30 October 2017,69,78,62,Autumn
1392,O'ahu,05 November 2017,66,72,62,Winter
1393,O'ahu,06 November 2017,67,78,62,Winter
1396,O'ahu,09 November 2017,68,78,62,Winter
1399,O'ahu,12 November 2017,65,72,62,Winter
1400,O'ahu,13 November 2017,67,75,62,Winter
1419,O'ahu,02 December 2017,64,68,62,Winter
1436,O'ahu,19 December 2017,65,68,62,Winter
1470,O'ahu,22 January 2018,64,67,62,Winter
1480,O'ahu,01 February 2018,64,67,62,Spring
1481,O'ahu,02 February 2018,66,72,62,Spring
1495,O'ahu,16 February 2018,64,66,62,Spring
1522,O'ahu,15 March 2018,64,67,62,Spring
1533,O'ahu,26 March 2018,64,67,62,Spring
1535,O'ahu,28 March 2018,65,70,62,Spring
1540,O'ahu,02 April 2018,64,66,62,Spring
1542,O'ahu,04 April 2018,66,68,62,Spring
1554,O'ahu,16 April 2018,66,74,62,Spring
1557,O'ahu,19 April 2018,68,77,62,Spring
1558,O'ahu,20 April 2018,66,74,62,Spring
1559,O'ahu,21 April 2018,67,75,62,Spring
1560,O'ahu,22 April 2018,67,79,62,Spring
1566,O'ahu,28 April 2018,65,69,62,Spring
1577,O'ahu,09 May 2018,66,74,62,Summer
1580,O'ahu,12 May 2018,69,81,62,Summer
1581,O'ahu,13 May 2018,69,79,62,Summer
1586,O'ahu,18 May 2018,67,75,62,Summer
1593,O'ahu,25 May 2018,67,77,62,Summer
1594,O'ahu,26 May 2018,68,78,62,Summer
1605,O'ahu,06 June 2018,69,79,62,Summer
1615,O'ahu,16 June 2018,67,71,62,Summer
1618,O'ahu,19 June 2018,67,73,62,Summer
1633,O'ahu,04 July 2018,70,80,62,Summer
1637,O'ahu,08 July 2018,70,80,62,Summer
1649,O'ahu,20 July 2018,69,77,62,Summer
625,O'ahu,28 September 2015,69,78,64,Autumn
650,O'ahu,23 October 2015,69,75,64,Autumn
651,O'ahu,24 October 2015,69,77,64,Autumn
656,O'ahu,29 October 2015,69,77,64,Autumn
662,O'ahu,04 November 2015,71,82,64,Winter
664,O'ahu,06 November 2015,68,78,64,Winter
665,O'ahu,07 November 2015,68,77,64,Winter
683,O'ahu,25 November 2015,70,78,64,Winter
686,O'ahu,28 November 2015,69,75,64,Winter
697,O'ahu,09 December 2015,69,79,64,Winter
870,O'ahu,01 June 2016,67,73,64,Summer
871,O'ahu,02 June 2016,66,72,64,Summer
880,O'ahu,11 June 2016,72,81,64,Summer
883,O'ahu,14 June 2016,67,76,64,Summer
892,O'ahu,23 June 2016,70,80,64,Summer
893,O'ahu,24 June 2016,71,81,64,Summer
894,O'ahu,25 June 2016,70,80,64,Summer
901,O'ahu,02 July 2016,70,78,64,Summer
905,O'ahu,06 July 2016,72,81,64,Summer
909,O'ahu,10 July 2016,69,78,64,Summer
917,O'ahu,18 July 2016,69,75,64,Summer
923,O'ahu,24 July 2016,69,76,64,Summer
925,O'ahu,26 July 2016,73,86,64,Summer
927,O'ahu,28 July 2016,71,80,64,Summer
929,O'ahu,30 July 2016,71,80,64,Summer
931,O'ahu,01 August 2016,73,84,64,Autumn
933,O'ahu,03 August 2016,73,84,64,Autumn
947,O'ahu,17 August 2016,71,79,64,Autumn
956,O'ahu,26 August 2016,70,79,64,Autumn
958,O'ahu,28 August 2016,69,77,64,Autumn
959,O'ahu,29 August 2016,70,79,64,Autumn
965,O'ahu,04 September 2016,69,73,64,Autumn
969,O'ahu,08 September 2016,69,77,64,Autumn
971,O'ahu,10 September 2016,69,77,64,Autumn
979,O'ahu,18 September 2016,69,77,64,Autumn
983,O'ahu,22 September 2016,73,83,64,Autumn
987,O'ahu,26 September 2016,71,81,64,Autumn
989,O'ahu,28 September 2016,70,80,64,Autumn
990,O'ahu,29 September 2016,71,82,64,Autumn
991,O'ahu,30 September 2016,71,80,64,Autumn
992,O'ahu,01 October 2016,69,78,64,Autumn
996,O'ahu,05 October 2016,67,72,64,Autumn
997,O'ahu,06 October 2016,69,75,64,Autumn
998,O'ahu,07 October 2016,69,77,64,Autumn
1003,O'ahu,12 October 2016,70,77,64,Autumn
1005,O'ahu,14 October 2016,70,80,64,Autumn
1006,O'ahu,15 October 2016,70,80,64,Autumn
1008,O'ahu,17 October 2016,72,83,64,Autumn
1011,O'ahu,20 October 2016,69,78,64,Autumn
1023,O'ahu,01 November 2016,67,75,64,Winter
1121,O'ahu,07 February 2017,65,71,64,Spring
1237,O'ahu,03 June 2017,69,79,64,Summer
1241,O'ahu,07 June 2017,70,81,64,Summer
1247,O'ahu,13 June 2017,71,81,64,Summer
1248,O'ahu,14 June 2017,70,79,64,Summer
1249,O'ahu,15 June 2017,68,74,64,Summer
1257,O'ahu,23 June 2017,66,71,64,Summer
1262,O'ahu,28 June 2017,70,78,64,Summer
1269,O'ahu,05 July 2017,72,87,64,Summer
1271,O'ahu,07 July 2017,71,81,64,Summer
1284,O'ahu,20 July 2017,70,80,64,Summer
1289,O'ahu,25 July 2017,71,82,64,Summer
1301,O'ahu,06 August 2017,72,84,64,Autumn
1302,O'ahu,07 August 2017,71,81,64,Autumn
1305,O'ahu,10 August 2017,72,80,64,Autumn
1313,O'ahu,18 August 2017,72,82,64,Autumn
1319,O'ahu,24 August 2017,69,76,64,Autumn
1320,O'ahu,25 August 2017,71,81,64,Autumn
1321,O'ahu,26 August 2017,70,81,64,Autumn
1324,O'ahu,29 August 2017,71,81,64,Autumn
1333,O'ahu,07 September 2017,68,77,64,Autumn
1342,O'ahu,16 September 2017,69,78,64,Autumn
1348,O'ahu,22 September 2017,71,81,64,Autumn
1349,O'ahu,23 September 2017,70,79,64,Autumn
1369,O'ahu,13 October 2017,68,75,64,Autumn
1376,O'ahu,20 October 2017,69,77,64,Autumn
1378,O'ahu,22 October 2017,68,75,64,Autumn
1387,O'ahu,31 October 2017,70,77,64,Autumn
1391,O'ahu,04 November 2017,71,81,64,Winter
1415,O'ahu,28 November 2017,67,74,64,Winter
1541,O'ahu,03 April 2018,67,68,64,Spring
1543,O'ahu,05 April 2018,67,70,64,Spring
1544,O'ahu,06 April 2018,68,73,64,Spring
1548,O'ahu,10 April 2018,68,75,64,Spring
1549,O'ahu,11 April 2018,68,75,64,Spring
1567,O'ahu,29 April 2018,66,69,64,Spring
1568,O'ahu,30 April 2018,66,69,64,Spring
1569,O'ahu,01 May 2018,67,69,64,Summer
1576,O'ahu,08 May 2018,68,77,64,Summer
1578,O'ahu,10 May 2018,66,70,64,Summer
1585,O'ahu,17 May 2018,66,71,64,Summer
1597,O'ahu,29 May 2018,66,68,64,Summer
1603,O'ahu,04 June 2018,70,78,64,Summer
1621,O'ahu,22 June 2018,70,79,64,Summer
1626,O'ahu,27 June 2018,69,76,64,Summer
1627,O'ahu,28 June 2018,71,80,64,Summer
1632,O'ahu,03 July 2018,70,79,64,Summer
1641,O'ahu,12 July 2018,72,81,64,Summer
1648,O'ahu,19 July 2018,71,83,64,Summer
1666,O'ahu,06 August 2018,71,83,64,Autumn
1685,O'ahu,25 August 2018,69,74,64,Autumn
1690,O'ahu,30 August 2018,70,77,64,Autumn
1691,O'ahu,31 August 2018,70,79,64,Autumn
599,O'ahu,02 September 2015,72,79,65,Autumn
601,O'ahu,04 September 2015,71,78,65,Autumn
602,O'ahu,05 September 2015,72,78,65,Autumn
603,O'ahu,06 September 2015,70,78,65,Autumn
604,O'ahu,07 September 2015,71,77,65,Autumn
608,O'ahu,11 September 2015,69,75,65,Autumn
615,O'ahu,18 September 2015,71,81,65,Autumn
629,O'ahu,02 October 2015,71,80,65,Autumn
630,O'ahu,03 October 2015,71,79,65,Autumn
631,O'ahu,04 October 2015,73,80,65,Autumn
633,O'ahu,06 October 2015,69,79,65,Autumn
645,O'ahu,18 October 2015,71,81,65,Autumn
654,O'ahu,27 October 2015,71,81,65,Autumn
655,O'ahu,28 October 2015,71,81,65,Autumn
663,O'ahu,05 November 2015,69,76,65,Winter
677,O'ahu,19 November 2015,67,70,65,Winter
680,O'ahu,22 November 2015,66,69,65,Winter
681,O'ahu,23 November 2015,67,72,65,Winter
897,O'ahu,28 June 2016,70,77,65,Summer
898,O'ahu,29 June 2016,72,81,65,Summer
902,O'ahu,03 July 2016,70,78,65,Summer
911,O'ahu,12 July 2016,71,81,65,Summer
915,O'ahu,16 July 2016,72,85,65,Summer
919,O'ahu,20 July 2016,72,84,65,Summer
922,O'ahu,23 July 2016,70,77,65,Summer
924,O'ahu,25 July 2016,69,75,65,Summer
934,O'ahu,04 August 2016,72,80,65,Autumn
935,O'ahu,05 August 2016,73,83,65,Autumn
938,O'ahu,08 August 2016,74,84,65,Autumn
939,O'ahu,09 August 2016,73,83,65,Autumn
944,O'ahu,14 August 2016,70,81,65,Autumn
946,O'ahu,16 August 2016,69,77,65,Autumn
949,O'ahu,19 August 2016,70,78,65,Autumn
950,O'ahu,20 August 2016,72,82,65,Autumn
954,O'ahu,24 August 2016,69,72,65,Autumn
960,O'ahu,30 August 2016,73,80,65,Autumn
973,O'ahu,12 September 2016,71,78,65,Autumn
975,O'ahu,14 September 2016,70,78,65,Autumn
976,O'ahu,15 September 2016,66,68,65,Autumn
985,O'ahu,24 September 2016,70,78,65,Autumn
986,O'ahu,25 September 2016,70,79,65,Autumn
988,O'ahu,27 September 2016,69,79,65,Autumn
994,O'ahu,03 October 2016,67,73,65,Autumn
995,O'ahu,04 October 2016,69,75,65,Autumn
1002,O'ahu,11 October 2016,71,83,65,Autumn
1010,O'ahu,19 October 2016,69,78,65,Autumn
1238,O'ahu,04 June 2017,72,80,65,Summer
1268,O'ahu,04 July 2017,73,85,65,Summer
1270,O'ahu,06 July 2017,71,82,65,Summer
1275,O'ahu,11 July 2017,70,81,65,Summer
1278,O'ahu,14 July 2017,72,83,65,Summer
1279,O'ahu,15 July 2017,71,79,65,Summer
1281,O'ahu,17 July 2017,71,80,65,Summer
1282,O'ahu,18 July 2017,70,77,65,Summer
1286,O'ahu,22 July 2017,72,83,65,Summer
1287,O'ahu,23 July 2017,73,82,65,Summer
1288,O'ahu,24 July 2017,69,74,65,Summer
1290,O'ahu,26 July 2017,72,83,65,Summer
1291,O'ahu,27 July 2017,70,78,65,Summer
1298,O'ahu,03 August 2017,69,77,65,Autumn
1300,O'ahu,05 August 2017,71,82,65,Autumn
1306,O'ahu,11 August 2017,70,80,65,Autumn
1314,O'ahu,19 August 2017,72,84,65,Autumn
1335,O'ahu,09 September 2017,69,78,65,Autumn
1336,O'ahu,10 September 2017,68,75,65,Autumn
1338,O'ahu,12 September 2017,68,74,65,Autumn
1339,O'ahu,13 September 2017,67,73,65,Autumn
1346,O'ahu,20 September 2017,69,76,65,Autumn
1347,O'ahu,21 September 2017,70,80,65,Autumn
1354,O'ahu,28 September 2017,71,80,65,Autumn
1360,O'ahu,04 October 2017,69,79,65,Autumn
1361,O'ahu,05 October 2017,70,77,65,Autumn
1370,O'ahu,14 October 2017,69,79,65,Autumn
1382,O'ahu,26 October 2017,68,74,65,Autumn
1398,O'ahu,11 November 2017,66,69,65,Winter
1416,O'ahu,29 November 2017,66,71,65,Winter
1570,O'ahu,02 May 2018,69,76,65,Summer
1575,O'ahu,07 May 2018,70,78,65,Summer
1608,O'ahu,09 June 2018,71,82,65,Summer
1624,O'ahu,25 June 2018,71,81,65,Summer
1631,O'ahu,02 July 2018,71,80,65,Summer
1636,O'ahu,07 July 2018,67,72,65,Summer
1639,O'ahu,10 July 2018,70,80,65,Summer
1640,O'ahu,11 July 2018,71,79,65,Summer
1642,O'ahu,13 July 2018,72,82,65,Summer
1643,O'ahu,14 July 2018,71,80,65,Summer
1651,O'ahu,22 July 2018,73,85,65,Summer
1654,O'ahu,25 July 2018,74,85,65,Summer
1679,O'ahu,19 August 2018,71,79,65,Autumn
1682,O'ahu,22 August 2018,69,73,65,Autumn
1687,O'ahu,27 August 2018,68,75,65,Autumn
1688,O'ahu,28 August 2018,69,76,65,Autumn
1689,O'ahu,29 August 2018,70,78,65,Autumn
692,O'ahu,04 December 2015,66,75,59,Winter
694,O'ahu,06 December 2015,65,76,59,Winter
696,O'ahu,08 December 2015,66,77,59,Winter
706,O'ahu,18 December 2015,65,75,59,Winter
708,O'ahu,20 December 2015,64,72,59,Winter
712,O'ahu,24 December 2015,66,76,59,Winter
744,O'ahu,25 January 2016,66,76,59,Winter
748,O'ahu,29 January 2016,64,69,59,Winter
763,O'ahu,13 February 2016,67,78,59,Spring
765,O'ahu,15 February 2016,65,74,59,Spring
766,O'ahu,16 February 2016,65,73,59,Spring
773,O'ahu,25 February 2016,65,72,59,Spring
789,O'ahu,12 March 2016,64,72,59,Spring
791,O'ahu,14 March 2016,65,73,59,Spring
793,O'ahu,16 March 2016,65,72,59,Spring
795,O'ahu,18 March 2016,65,73,59,Spring
797,O'ahu,20 March 2016,67,78,59,Spring
800,O'ahu,23 March 2016,63,69,59,Spring
803,O'ahu,26 March 2016,64,70,59,Spring
805,O'ahu,28 March 2016,66,75,59,Spring
808,O'ahu,31 March 2016,65,73,59,Spring
828,O'ahu,20 April 2016,64,74,59,Spring
829,O'ahu,21 April 2016,65,75,59,Spring
848,O'ahu,10 May 2016,65,74,59,Summer
1028,O'ahu,06 November 2016,66,75,59,Winter
1034,O'ahu,12 November 2016,65,74,59,Winter
1035,O'ahu,13 November 2016,68,79,59,Winter
1054,O'ahu,02 December 2016,62,65,59,Winter
1061,O'ahu,09 December 2016,64,73,59,Winter
1075,O'ahu,23 December 2016,65,76,59,Winter
1079,O'ahu,27 December 2016,63,71,59,Winter
1080,O'ahu,28 December 2016,64,71,59,Winter
1082,O'ahu,30 December 2016,63,69,59,Winter
1095,O'ahu,12 January 2017,65,75,59,Winter
1106,O'ahu,23 January 2017,64,70,59,Winter
1108,O'ahu,25 January 2017,63,71,59,Winter
1120,O'ahu,06 February 2017,65,74,59,Spring
1126,O'ahu,12 February 2017,67,74,59,Spring
1128,O'ahu,14 February 2017,66,73,59,Spring
1130,O'ahu,16 February 2017,65,72,59,Spring
1142,O'ahu,28 February 2017,61,66,59,Spring
1143,O'ahu,01 March 2017,62,66,59,Spring
1145,O'ahu,03 March 2017,65,71,59,Spring
1147,O'ahu,05 March 2017,65,72,59,Spring
1150,O'ahu,08 March 2017,63,69,59,Spring
1151,O'ahu,09 March 2017,64,70,59,Spring
1152,O'ahu,10 March 2017,65,71,59,Spring
1155,O'ahu,13 March 2017,64,71,59,Spring
1167,O'ahu,25 March 2017,71,83,59,Spring
1169,O'ahu,27 March 2017,66,76,59,Spring
1188,O'ahu,15 April 2017,66,73,59,Spring
1189,O'ahu,16 April 2017,65,74,59,Spring
1194,O'ahu,21 April 2017,68,76,59,Spring
1197,O'ahu,24 April 2017,67,78,59,Spring
1203,O'ahu,30 April 2017,63,66,59,Spring
1221,O'ahu,18 May 2017,64,73,59,Summer
1224,O'ahu,21 May 2017,66,74,59,Summer
1230,O'ahu,27 May 2017,66,75,59,Summer
1259,O'ahu,25 June 2017,67,76,59,Summer
1385,O'ahu,29 October 2017,67,76,59,Autumn
1412,O'ahu,25 November 2017,63,70,59,Winter
1420,O'ahu,03 December 2017,64,70,59,Winter
1454,O'ahu,06 January 2018,63,72,59,Winter
1468,O'ahu,20 January 2018,65,73,59,Winter
1475,O'ahu,27 January 2018,63,69,59,Winter
1476,O'ahu,28 January 2018,64,71,59,Winter
1482,O'ahu,03 February 2018,64,72,59,Spring
1506,O'ahu,27 February 2018,62,69,59,Spring
1509,O'ahu,02 March 2018,63,70,59,Spring
1512,O'ahu,05 March 2018,63,73,59,Spring
1520,O'ahu,13 March 2018,62,66,59,Spring
1528,O'ahu,21 March 2018,62,69,59,Spring
1531,O'ahu,24 March 2018,62,65,59,Spring
1538,O'ahu,31 March 2018,65,73,59,Spring
1539,O'ahu,01 April 2018,66,74,59,Spring
1617,O'ahu,18 June 2018,65,73,59,Summer
598,O'ahu,01 September 2015,70,78,66,Autumn
600,O'ahu,03 September 2015,70,77,66,Autumn
609,O'ahu,12 September 2015,71,79,66,Autumn
611,O'ahu,14 September 2015,73,84,66,Autumn
612,O'ahu,15 September 2015,72,83,66,Autumn
614,O'ahu,17 September 2015,71,81,66,Autumn
616,O'ahu,19 September 2015,73,83,66,Autumn
619,O'ahu,22 September 2015,71,77,66,Autumn
620,O'ahu,23 September 2015,71,80,66,Autumn
621,O'ahu,24 September 2015,71,81,66,Autumn
623,O'ahu,26 September 2015,71,78,66,Autumn
624,O'ahu,27 September 2015,70,80,66,Autumn
639,O'ahu,12 October 2015,71,81,66,Autumn
641,O'ahu,14 October 2015,73,82,66,Autumn
642,O'ahu,15 October 2015,73,81,66,Autumn
644,O'ahu,17 October 2015,71,78,66,Autumn
647,O'ahu,20 October 2015,72,82,66,Autumn
649,O'ahu,22 October 2015,71,81,66,Autumn
657,O'ahu,30 October 2015,70,77,66,Autumn
684,O'ahu,26 November 2015,70,77,66,Winter
685,O'ahu,27 November 2015,69,75,66,Winter
900,O'ahu,01 July 2016,74,83,66,Summer
906,O'ahu,07 July 2016,71,81,66,Summer
920,O'ahu,21 July 2016,73,83,66,Summer
926,O'ahu,27 July 2016,73,82,66,Summer
930,O'ahu,31 July 2016,71,79,66,Summer
932,O'ahu,02 August 2016,73,82,66,Autumn
940,O'ahu,10 August 2016,74,84,66,Autumn
941,O'ahu,11 August 2016,73,83,66,Autumn
942,O'ahu,12 August 2016,71,80,66,Autumn
943,O'ahu,13 August 2016,68,73,66,Autumn
945,O'ahu,15 August 2016,69,76,66,Autumn
974,O'ahu,13 September 2016,70,76,66,Autumn
977,O'ahu,16 September 2016,72,83,66,Autumn
993,O'ahu,02 October 2016,69,77,66,Autumn
1009,O'ahu,18 October 2016,71,78,66,Autumn
1246,O'ahu,12 June 2017,70,77,66,Summer
1267,O'ahu,03 July 2017,74,86,66,Summer
1276,O'ahu,12 July 2017,74,86,66,Summer
1280,O'ahu,16 July 2017,71,80,66,Summer
1285,O'ahu,21 July 2017,72,80,66,Summer
1292,O'ahu,28 July 2017,69,73,66,Summer
1293,O'ahu,29 July 2017,70,75,66,Summer
1297,O'ahu,02 August 2017,70,77,66,Autumn
1318,O'ahu,23 August 2017,71,79,66,Autumn
1332,O'ahu,06 September 2017,72,82,66,Autumn
1368,O'ahu,12 October 2017,73,83,66,Autumn
1381,O'ahu,25 October 2017,69,74,66,Autumn
1625,O'ahu,26 June 2018,71,80,66,Summer
1635,O'ahu,06 July 2018,72,82,66,Summer
1644,O'ahu,15 July 2018,72,82,66,Summer
1645,O'ahu,16 July 2018,72,82,66,Summer
1646,O'ahu,17 July 2018,72,80,66,Summer
1650,O'ahu,21 July 2018,71,80,66,Summer
1653,O'ahu,24 July 2018,72,82,66,Summer
1656,O'ahu,27 July 2018,73,82,66,Summer
