Index,NAME,DATE,TAVG,TMAX,TMIN,Season
353,Maui,18 August 2016,73,84,63,Autumn
354,Maui,19 August 2016,72,81,64,Autumn
355,Maui,20 August 2016,75,82,68,Autumn
356,Maui,21 August 2016,74,82,66,Autumn
357,Maui,22 August 2016,71,78,68,Autumn
358,Maui,23 August 2016,72,78,68,Autumn
359,Maui,24 August 2016,72,78,68,Autumn
360,Maui,25 August 2016,71,81,63,Autumn
361,Maui,26 August 2016,71,79,65,Autumn
362,Maui,27 August 2016,69,76,61,Autumn
363,Maui,28 August 2016,71,81,65,Autumn
364,Maui,29 August 2016,70,77,63,Autumn
365,Maui,30 August 2016,72,81,63,Autumn
366,Maui,31 August 2016,73,77,70,Autumn
367,Maui,01 September 2016,73,85,67,Autumn
368,Maui,02 September 2016,74,85,67,Autumn
369,Maui,03 September 2016,69,77,66,Autumn
370,Maui,04 September 2016,70,76,65,Autumn
371,Maui,05 September 2016,69,79,63,Autumn
372,Maui,06 September 2016,71,79,62,Autumn
373,Maui,07 September 2016,72,81,67,Autumn
374,Maui,08 September 2016,73,81,67,Autumn
375,Maui,09 September 2016,72,82,65,Autumn
376,Maui,10 September 2016,72,82,65,Autumn
377,Maui,11 September 2016,70,76,66,Autumn
378,Maui,12 September 2016,74,82,68,Autumn
379,Maui,13 September 2016,72,83,67,Autumn
380,Maui,14 September 2016,69,78,64,Autumn
381,Maui,15 September 2016,72,80,68,Autumn
382,Maui,16 September 2016,74,81,68,Autumn
383,Maui,17 September 2016,73,81,69,Autumn
384,Maui,18 September 2016,73,81,64,Autumn
385,Maui,19 September 2016,68,75,61,Autumn
386,Maui,20 September 2016,69,76,62,Autumn
387,Maui,21 September 2016,70,79,62,Autumn
388,Maui,22 September 2016,74,82,66,Autumn
389,Maui,23 September 2016,71,80,68,Autumn
390,Maui,24 September 2016,71,80,64,Autumn
391,Maui,25 September 2016,70,78,62,Autumn
392,Maui,26 September 2016,72,79,68,Autumn
393,Maui,27 September 2016,70,80,60,Autumn
394,Maui,28 September 2016,71,82,61,Autumn
395,Maui,29 September 2016,74,87,66,Autumn
396,Maui,30 September 2016,74,83,68,Autumn
397,Maui,01 October 2016,72,80,66,Autumn
398,Maui,02 October 2016,72,81,66,Autumn
399,Maui,03 October 2016,69,78,65,Autumn
400,Maui,04 October 2016,70,76,66,Autumn
401,Maui,05 October 2016,69,78,64,Autumn
402,Maui,06 October 2016,70,81,64,Autumn
403,Maui,07 October 2016,69,79,61,Autumn
404,Maui,08 October 2016,68,80,61,Autumn
405,Maui,09 October 2016,69,78,60,Autumn
406,Maui,10 October 2016,70,81,61,Autumn
407,Maui,11 October 2016,71,80,64,Autumn
408,Maui,12 October 2016,72,85,60,Autumn
409,Maui,13 October 2016,83,96,66,Autumn
410,Maui,14 October 2016,87,95,83,Autumn
411,Maui,15 October 2016,82,95,72,Autumn
412,Maui,16 October 2016,80,91,71,Autumn
413,Maui,17 October 2016,84,92,76,Autumn
414,Maui,18 October 2016,85,94,77,Autumn
415,Maui,19 October 2016,85,93,80,Autumn
416,Maui,20 October 2016,85,94,78,Autumn
417,Maui,21 October 2016,79,82,78,Autumn
418,Maui,22 October 2016,81,90,77,Autumn
419,Maui,23 October 2016,82,89,78,Autumn
420,Maui,24 October 2016,83,93,74,Autumn
421,Maui,25 October 2016,80,90,71,Autumn
422,Maui,26 October 2016,81,90,71,Autumn
423,Maui,27 October 2016,80,88,73,Autumn
424,Maui,28 October 2016,79,87,75,Autumn
425,Maui,29 October 2016,79,85,76,Autumn
426,Maui,30 October 2016,79,84,76,Autumn
427,Maui,31 October 2016,80,87,77,Autumn
154,Maui,01 February 2016,59,68,54,Spring
155,Maui,02 February 2016,60,70,53,Spring
156,Maui,03 February 2016,61,73,51,Spring
157,Maui,04 February 2016,60,72,51,Spring
158,Maui,05 February 2016,61,72,54,Spring
159,Maui,06 February 2016,59,68,52,Spring
160,Maui,07 February 2016,56,62,52,Spring
161,Maui,08 February 2016,54,66,45,Spring
162,Maui,09 February 2016,54,64,46,Spring
163,Maui,10 February 2016,56,65,48,Spring
164,Maui,11 February 2016,60,70,50,Spring
165,Maui,12 February 2016,65,71,59,Spring
166,Maui,13 February 2016,64,72,57,Spring
167,Maui,14 February 2016,62,71,52,Spring
168,Maui,15 February 2016,62,73,57,Spring
169,Maui,16 February 2016,63,73,57,Spring
170,Maui,17 February 2016,64,75,52,Spring
171,Maui,18 February 2016,62,73,50,Spring
172,Maui,19 February 2016,58,70,50,Spring
173,Maui,20 February 2016,57,66,50,Spring
174,Maui,21 February 2016,56,62,49,Spring
175,Maui,22 February 2016,56,64,50,Spring
176,Maui,23 February 2016,57,68,50,Spring
177,Maui,24 February 2016,59,66,55,Spring
178,Maui,25 February 2016,60,73,51,Spring
179,Maui,26 February 2016,59,68,52,Spring
180,Maui,27 February 2016,61,75,52,Spring
181,Maui,28 February 2016,58,69,51,Spring
182,Maui,29 February 2016,58,69,50,Spring
183,Maui,01 March 2016,59,71,52,Spring
184,Maui,02 March 2016,58,65,52,Spring
185,Maui,03 March 2016,58,69,52,Spring
186,Maui,04 March 2016,58,68,50,Spring
187,Maui,05 March 2016,58,66,50,Spring
188,Maui,06 March 2016,61,72,52,Spring
189,Maui,07 March 2016,60,75,52,Spring
190,Maui,08 March 2016,58,63,53,Spring
191,Maui,09 March 2016,56,59,46,Spring
192,Maui,10 March 2016,59,69,46,Spring
193,Maui,11 March 2016,60,68,54,Spring
194,Maui,12 March 2016,62,70,55,Spring
195,Maui,13 March 2016,61,70,55,Spring
196,Maui,14 March 2016,61,70,55,Spring
197,Maui,15 March 2016,60,68,54,Spring
198,Maui,16 March 2016,59,68,52,Spring
199,Maui,17 March 2016,57,66,50,Spring
200,Maui,18 March 2016,58,68,51,Spring
201,Maui,19 March 2016,59,68,50,Spring
202,Maui,20 March 2016,62,70,53,Spring
203,Maui,21 March 2016,63,71,58,Spring
204,Maui,22 March 2016,60,67,54,Spring
205,Maui,23 March 2016,60,69,54,Spring
206,Maui,24 March 2016,60,70,53,Spring
207,Maui,25 March 2016,60,64,56,Spring
208,Maui,26 March 2016,59,67,53,Spring
209,Maui,27 March 2016,58,68,50,Spring
210,Maui,28 March 2016,59,67,51,Spring
211,Maui,29 March 2016,60,67,53,Spring
212,Maui,30 March 2016,58,65,51,Spring
213,Maui,31 March 2016,58,68,50,Spring
214,Maui,01 April 2016,62,74,52,Spring
215,Maui,02 April 2016,61,71,53,Spring
216,Maui,03 April 2016,63,71,54,Spring
217,Maui,04 April 2016,62,71,57,Spring
218,Maui,05 April 2016,62,73,54,Spring
219,Maui,06 April 2016,63,72,57,Spring
220,Maui,07 April 2016,67,75,60,Spring
221,Maui,08 April 2016,65,74,60,Spring
222,Maui,09 April 2016,64,73,54,Spring
223,Maui,10 April 2016,62,71,53,Spring
224,Maui,11 April 2016,64,72,58,Spring
225,Maui,12 April 2016,65,72,60,Spring
226,Maui,13 April 2016,63,70,59,Spring
227,Maui,14 April 2016,65,72,59,Spring
228,Maui,15 April 2016,64,73,57,Spring
229,Maui,16 April 2016,62,70,55,Spring
230,Maui,17 April 2016,61,72,51,Spring
231,Maui,18 April 2016,63,70,57,Spring
232,Maui,19 April 2016,60,68,55,Spring
233,Maui,20 April 2016,61,72,53,Spring
234,Maui,21 April 2016,62,72,52,Spring
235,Maui,22 April 2016,63,72,56,Spring
236,Maui,23 April 2016,63,72,59,Spring
237,Maui,24 April 2016,65,74,60,Spring
238,Maui,25 April 2016,63,73,53,Spring
239,Maui,26 April 2016,64,73,59,Spring
240,Maui,27 April 2016,63,71,59,Spring
241,Maui,28 April 2016,62,68,57,Spring
242,Maui,29 April 2016,63,71,58,Spring
243,Maui,30 April 2016,63,74,55,Spring
520,Maui,01 February 2017,64,74,56,Spring
521,Maui,02 February 2017,64,76,55,Spring
522,Maui,03 February 2017,65,75,59,Spring
523,Maui,04 February 2017,66,73,59,Spring
524,Maui,05 February 2017,69,76,60,Spring
525,Maui,06 February 2017,70,72,68,Spring
526,Maui,07 February 2017,72,81,67,Spring
527,Maui,08 February 2017,65,70,60,Spring
528,Maui,09 February 2017,65,71,58,Spring
529,Maui,10 February 2017,69,79,61,Spring
530,Maui,11 February 2017,75,90,69,Spring
531,Maui,12 February 2017,72,77,66,Spring
532,Maui,13 February 2017,72,79,66,Spring
533,Maui,14 February 2017,73,76,68,Spring
534,Maui,15 February 2017,76,84,69,Spring
535,Maui,16 February 2017,76,88,68,Spring
536,Maui,17 February 2017,74,84,67,Spring
537,Maui,18 February 2017,72,80,66,Spring
538,Maui,19 February 2017,73,83,66,Spring
539,Maui,20 February 2017,73,82,66,Spring
540,Maui,21 February 2017,73,82,67,Spring
541,Maui,22 February 2017,72,81,63,Spring
542,Maui,23 February 2017,69,82,61,Spring
543,Maui,24 February 2017,68,80,59,Spring
544,Maui,25 February 2017,67,75,61,Spring
545,Maui,26 February 2017,71,82,65,Spring
546,Maui,27 February 2017,70,73,65,Spring
547,Maui,28 February 2017,71,78,68,Spring
548,Maui,01 March 2017,71,75,67,Spring
549,Maui,02 March 2017,75,82,70,Spring
550,Maui,03 March 2017,75,86,68,Spring
551,Maui,04 March 2017,74,86,69,Spring
552,Maui,05 March 2017,72,80,65,Spring
553,Maui,06 March 2017,71,78,65,Spring
554,Maui,07 March 2017,71,81,65,Spring
555,Maui,08 March 2017,73,84,66,Spring
556,Maui,09 March 2017,72,79,67,Spring
557,Maui,10 March 2017,74,86,66,Spring
558,Maui,11 March 2017,74,83,68,Spring
559,Maui,12 March 2017,74,85,68,Spring
560,Maui,13 March 2017,75,83,67,Spring
561,Maui,14 March 2017,74,84,68,Spring
562,Maui,15 March 2017,74,84,67,Spring
563,Maui,16 March 2017,75,86,67,Spring
564,Maui,17 March 2017,73,82,66,Spring
565,Maui,18 March 2017,72,80,67,Spring
566,Maui,19 March 2017,77,86,67,Spring
567,Maui,20 March 2017,76,85,66,Spring
568,Maui,21 March 2017,79,91,69,Spring
569,Maui,22 March 2017,77,88,67,Spring
570,Maui,23 March 2017,76,85,68,Spring
571,Maui,24 March 2017,78,88,71,Spring
572,Maui,25 March 2017,81,91,72,Spring
573,Maui,26 March 2017,79,85,73,Spring
574,Maui,27 March 2017,74,84,68,Spring
575,Maui,28 March 2017,74,85,68,Spring
576,Maui,29 March 2017,75,83,69,Spring
577,Maui,30 March 2017,74,83,69,Spring
578,Maui,31 March 2017,75,84,68,Spring
579,Maui,01 April 2017,75,83,71,Spring
580,Maui,02 April 2017,77,84,71,Spring
581,Maui,03 April 2017,76,84,66,Spring
582,Maui,04 April 2017,74,84,64,Spring
583,Maui,05 April 2017,74,85,65,Spring
584,Maui,06 April 2017,74,85,64,Spring
585,Maui,07 April 2017,78,92,69,Spring
586,Maui,08 April 2017,74,83,64,Spring
587,Maui,09 April 2017,74,84,64,Spring
588,Maui,10 April 2017,74,83,68,Spring
589,Maui,11 April 2017,76,87,70,Spring
590,Maui,12 April 2017,76,86,68,Spring
591,Maui,13 April 2017,75,84,68,Spring
592,Maui,14 April 2017,73,78,69,Spring
593,Maui,15 April 2017,73,82,66,Spring
594,Maui,16 April 2017,73,83,65,Spring
595,Maui,17 April 2017,75,83,69,Spring
596,Maui,18 April 2017,76,86,70,Spring
597,Maui,19 April 2017,71,81,68,Spring
62,Maui,01 November 2015,65,76,58,Winter
63,Maui,02 November 2015,65,74,57,Winter
64,Maui,03 November 2015,65,75,60,Winter
65,Maui,04 November 2015,66,74,60,Winter
66,Maui,05 November 2015,66,70,63,Winter
67,Maui,06 November 2015,66,73,63,Winter
68,Maui,07 November 2015,65,70,62,Winter
69,Maui,08 November 2015,66,74,61,Winter
70,Maui,09 November 2015,63,72,60,Winter
71,Maui,10 November 2015,65,73,60,Winter
72,Maui,11 November 2015,63,69,61,Winter
73,Maui,12 November 2015,65,73,61,Winter
74,Maui,13 November 2015,64,69,60,Winter
75,Maui,14 November 2015,62,70,58,Winter
76,Maui,15 November 2015,62,69,57,Winter
77,Maui,16 November 2015,62,70,58,Winter
78,Maui,17 November 2015,62,70,59,Winter
79,Maui,18 November 2015,67,74,61,Winter
80,Maui,19 November 2015,65,71,61,Winter
81,Maui,20 November 2015,64,69,62,Winter
82,Maui,21 November 2015,64,74,60,Winter
83,Maui,22 November 2015,63,66,59,Winter
84,Maui,23 November 2015,63,66,59,Winter
85,Maui,24 November 2015,63,67,59,Winter
86,Maui,25 November 2015,65,71,60,Winter
87,Maui,26 November 2015,69,77,65,Winter
88,Maui,27 November 2015,68,75,61,Winter
89,Maui,28 November 2015,68,75,62,Winter
90,Maui,29 November 2015,65,71,60,Winter
91,Maui,30 November 2015,63,72,53,Winter
92,Maui,01 December 2015,61,72,52,Winter
93,Maui,02 December 2015,61,73,52,Winter
94,Maui,03 December 2015,64,74,52,Winter
95,Maui,04 December 2015,60,72,51,Winter
96,Maui,05 December 2015,60,72,52,Winter
97,Maui,06 December 2015,61,71,52,Winter
98,Maui,07 December 2015,61,73,51,Winter
99,Maui,08 December 2015,62,72,54,Winter
100,Maui,09 December 2015,69,81,53,Winter
101,Maui,10 December 2015,65,74,59,Winter
102,Maui,11 December 2015,63,71,58,Winter
103,Maui,12 December 2015,63,69,59,Winter
104,Maui,13 December 2015,63,75,51,Winter
105,Maui,14 December 2015,65,75,59,Winter
106,Maui,15 December 2015,63,71,55,Winter
107,Maui,16 December 2015,62,70,57,Winter
108,Maui,17 December 2015,60,65,57,Winter
109,Maui,18 December 2015,60,63,56,Winter
110,Maui,19 December 2015,60,65,56,Winter
111,Maui,20 December 2015,58,61,55,Winter
112,Maui,21 December 2015,60,66,56,Winter
113,Maui,22 December 2015,61,68,57,Winter
114,Maui,23 December 2015,62,73,55,Winter
115,Maui,24 December 2015,64,74,57,Winter
116,Maui,25 December 2015,66,74,60,Winter
117,Maui,26 December 2015,62,65,57,Winter
118,Maui,27 December 2015,64,70,59,Winter
119,Maui,28 December 2015,62,70,55,Winter
120,Maui,29 December 2015,60,69,53,Winter
121,Maui,30 December 2015,58,67,52,Winter
122,Maui,31 December 2015,58,65,51,Winter
123,Maui,01 January 2016,56,66,48,Winter
124,Maui,02 January 2016,58,68,50,Winter
125,Maui,03 January 2016,58,64,49,Winter
126,Maui,04 January 2016,58,68,48,Winter
127,Maui,05 January 2016,61,68,56,Winter
128,Maui,06 January 2016,60,65,57,Winter
129,Maui,07 January 2016,60,70,52,Winter
130,Maui,08 January 2016,60,69,53,Winter
131,Maui,09 January 2016,58,69,53,Winter
132,Maui,10 January 2016,59,68,53,Winter
133,Maui,11 January 2016,59,68,54,Winter
134,Maui,12 January 2016,60,71,52,Winter
135,Maui,13 January 2016,59,69,52,Winter
136,Maui,14 January 2016,58,69,51,Winter
137,Maui,15 January 2016,60,70,52,Winter
138,Maui,16 January 2016,60,69,52,Winter
139,Maui,17 January 2016,59,70,51,Winter
140,Maui,18 January 2016,59,68,51,Winter
141,Maui,19 January 2016,58,68,52,Winter
142,Maui,20 January 2016,58,67,50,Winter
143,Maui,21 January 2016,59,69,52,Winter
144,Maui,22 January 2016,65,75,56,Winter
145,Maui,23 January 2016,62,76,53,Winter
146,Maui,24 January 2016,61,71,54,Winter
147,Maui,25 January 2016,59,69,53,Winter
148,Maui,26 January 2016,60,71,53,Winter
149,Maui,27 January 2016,60,70,53,Winter
150,Maui,28 January 2016,62,70,54,Winter
151,Maui,29 January 2016,59,67,52,Winter
152,Maui,30 January 2016,57,65,50,Winter
153,Maui,31 January 2016,62,70,54,Winter
428,Maui,01 November 2016,83,93,72,Winter
429,Maui,02 November 2016,78,88,69,Winter
430,Maui,03 November 2016,79,88,70,Winter
431,Maui,04 November 2016,80,90,70,Winter
432,Maui,05 November 2016,84,97,75,Winter
433,Maui,06 November 2016,78,89,71,Winter
434,Maui,07 November 2016,77,87,69,Winter
435,Maui,08 November 2016,79,88,72,Winter
436,Maui,09 November 2016,76,85,71,Winter
437,Maui,10 November 2016,78,89,71,Winter
438,Maui,11 November 2016,79,90,72,Winter
439,Maui,12 November 2016,78,87,71,Winter
440,Maui,13 November 2016,82,91,74,Winter
441,Maui,14 November 2016,84,95,78,Winter
442,Maui,15 November 2016,82,89,77,Winter
443,Maui,16 November 2016,82,94,75,Winter
444,Maui,17 November 2016,83,94,71,Winter
445,Maui,18 November 2016,83,91,76,Winter
446,Maui,19 November 2016,81,89,76,Winter
447,Maui,20 November 2016,78,90,73,Winter
448,Maui,21 November 2016,75,77,73,Winter
449,Maui,22 November 2016,75,79,71,Winter
450,Maui,23 November 2016,74,78,70,Winter
451,Maui,24 November 2016,73,76,71,Winter
452,Maui,25 November 2016,71,75,68,Winter
453,Maui,26 November 2016,70,73,67,Winter
454,Maui,27 November 2016,71,75,68,Winter
455,Maui,28 November 2016,72,81,68,Winter
456,Maui,29 November 2016,70,75,68,Winter
457,Maui,30 November 2016,70,73,68,Winter
458,Maui,01 December 2016,69,72,65,Winter
459,Maui,02 December 2016,70,75,67,Winter
460,Maui,03 December 2016,71,77,67,Winter
461,Maui,04 December 2016,72,81,68,Winter
462,Maui,05 December 2016,73,80,69,Winter
463,Maui,06 December 2016,73,79,69,Winter
464,Maui,07 December 2016,74,82,68,Winter
465,Maui,08 December 2016,74,76,72,Winter
466,Maui,09 December 2016,74,78,72,Winter
467,Maui,10 December 2016,74,77,72,Winter
468,Maui,11 December 2016,73,75,70,Winter
469,Maui,12 December 2016,71,75,65,Winter
470,Maui,13 December 2016,67,75,60,Winter
471,Maui,14 December 2016,67,75,61,Winter
472,Maui,15 December 2016,67,73,62,Winter
473,Maui,16 December 2016,67,71,63,Winter
474,Maui,17 December 2016,68,76,62,Winter
475,Maui,18 December 2016,70,75,65,Winter
476,Maui,19 December 2016,77,87,68,Winter
477,Maui,20 December 2016,83,88,79,Winter
478,Maui,21 December 2016,74,82,66,Winter
479,Maui,22 December 2016,75,83,71,Winter
480,Maui,23 December 2016,75,86,69,Winter
481,Maui,24 December 2016,75,82,71,Winter
482,Maui,25 December 2016,74,82,69,Winter
483,Maui,26 December 2016,75,87,69,Winter
484,Maui,27 December 2016,75,85,68,Winter
485,Maui,28 December 2016,73,80,68,Winter
486,Maui,29 December 2016,71,76,65,Winter
487,Maui,30 December 2016,69,76,64,Winter
488,Maui,31 December 2016,69,77,65,Winter
489,Maui,01 January 2017,69,74,66,Winter
490,Maui,02 January 2017,69,78,62,Winter
491,Maui,03 January 2017,66,73,61,Winter
492,Maui,04 January 2017,66,75,59,Winter
493,Maui,05 January 2017,67,76,60,Winter
494,Maui,06 January 2017,64,71,59,Winter
495,Maui,07 January 2017,64,73,58,Winter
496,Maui,08 January 2017,65,75,58,Winter
497,Maui,09 January 2017,66,76,58,Winter
498,Maui,10 January 2017,68,78,61,Winter
499,Maui,11 January 2017,72,84,63,Winter
500,Maui,12 January 2017,73,84,63,Winter
501,Maui,13 January 2017,72,81,65,Winter
502,Maui,14 January 2017,69,75,63,Winter
503,Maui,15 January 2017,71,82,62,Winter
504,Maui,16 January 2017,77,89,67,Winter
505,Maui,17 January 2017,80,85,72,Winter
506,Maui,18 January 2017,82,87,78,Winter
507,Maui,19 January 2017,75,82,62,Winter
508,Maui,20 January 2017,65,71,61,Winter
509,Maui,21 January 2017,69,81,60,Winter
510,Maui,22 January 2017,69,77,65,Winter
511,Maui,23 January 2017,70,79,66,Winter
512,Maui,24 January 2017,71,79,66,Winter
513,Maui,25 January 2017,70,77,63,Winter
514,Maui,26 January 2017,70,78,62,Winter
515,Maui,27 January 2017,67,78,58,Winter
516,Maui,28 January 2017,67,73,59,Winter
517,Maui,29 January 2017,66,75,60,Winter
518,Maui,30 January 2017,65,76,57,Winter
519,Maui,31 January 2017,65,76,57,Winter
1693,Hawai'i,01 September 2018,69,77,60,Autumn
